musician,show,year,song
Ryan Adams,"Ryan Adams at The Music Center at Strathmore, North Bethesda, MD, USA",2012,Crossed Out Name
Ryan Adams,"Ryan Adams at The Music Center at Strathmore, North Bethesda, MD, USA",2012,"New York, New York"
Ryan Adams,"Ryan Adams at The Music Center at Strathmore, North Bethesda, MD, USA",2012,Please Do Not Let Me Go
Ryan Adams,"Ryan Adams at The Music Center at Strathmore, North Bethesda, MD, USA",2012,16 Days
Ryan Adams,"Ryan Adams at The Music Center at Strathmore, North Bethesda, MD, USA",2012,"Damn, Sam (I Love a Woman That Rains)"
Ryan Adams,"Ryan Adams at The Music Center at Strathmore, North Bethesda, MD, USA",2012,Come Pick Me Up
Ryan Adams,"Ryan Adams at The Music Center at Strathmore, North Bethesda, MD, USA",2012,Danko/Manuel
Ryan Adams,"Ryan Adams at The Music Center at Strathmore, North Bethesda, MD, USA",2012,Jacksonville Skyline
Ryan Adams,"Ryan Adams at The Music Center at Strathmore, North Bethesda, MD, USA",2012,Love in the First Degree
Ryan Adams,"Ryan Adams at CBC Radio Studios, Toronto, ON, Canada",2011,Lucky Now
Ryan Adams,"Ryan Adams at CBC Radio Studios, Toronto, ON, Canada",2011,Come Home
Ryan Adams,"Ryan Adams at CBC Radio Studios, Toronto, ON, Canada",2011,Round and Round
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Oh My Sweet Carolina
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Ashes & Fire
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,If I Am a Stranger
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Dirty Rain
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,My Winding Wheel
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,My Blue Manhattan
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Everybody Knows
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Firecracker
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Invisible Riverside
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Sylvia Plath
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Let It Ride
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Dear Chicago
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Chains of Love
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Houses on the Hill
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Do I Wait
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Lucky Now
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Two
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,"New York, New York"
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Crossed Out Name
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Please Do Not Let Me Go
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,16 Days
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Come Pick Me Up
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Round and Round
Ryan Adams,"Ryan Adams at State Theatre, Minneapolis, MN, USA",2011,Black Sheets of Rain
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Oh My Sweet Carolina
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Ashes & Fire
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,If I Am a Stranger
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Dirty Rain
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,My Winding Wheel
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,My Blue Manhattan
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Carolina Rain
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Everybody Knows
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Invisible Riverside
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Firecracker
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Sylvia Plath
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Let It Ride
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Dear Chicago
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Chains of Love
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,16 Days
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Lucky Now
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Two
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,"New York, New York"
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Crossed Out Name
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Please Do Not Let Me Go
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Lady With The Phone (Improv)
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Round and Round
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Thank You (Improv)
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Come Pick Me Up
Ryan Adams,"Ryan Adams at Cadillac Palace, Chicago, IL, USA",2011,Nutshell
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Oh My Sweet Carolina
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Ashes & Fire
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Firecracker
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Dirty Rain
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,I See Monsters
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,My Blue Manhattan
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Two
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Everybody Knows
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Dear John
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Let It Ride
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Desire
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Dear Chicago
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Chains of Love
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Lucky Now
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Afraid Not Scared
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Dracula Cooking (Improv)
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Please Do Not Let Me Go
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,This House Is Not for Sale
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,"New York, New York"
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,My Winding Wheel
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,16 Days
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Motörhead Shirt (Improv)
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Come Pick Me Up
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Round and Round
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Crossed Out Name
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Thank You (Improv)
Ryan Adams,"Ryan Adams at Winter Garden Theatre, Toronto, ON, Canada",2011,Why Do They Leave?
Adele,"Adele at Dolby Theatre, Los Angeles, CA, USA",2013,Skyfall
Adele,Adele at Brit Awards 2012,2012,Rolling in the Deep
Adele,Adele at 54th Grammy Awards,2012,Rolling in the Deep
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,Hometown Glory
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,I'll Be Waiting
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,Don't You Remember
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,Turning Tables
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,Set Fire to the Rain
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,If It Hadn't Been for Love
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,Take It All
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,Rumour Has It
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,One and Only
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,Lovesong
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,Chasing Pavements
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,I Can't Make You Love Me
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,To Make You Feel My Love
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,Someone Like You
Adele,"Adele at Usher Hall, Edinburgh, Scotland",2011,Rolling in the Deep
Adele,"Adele at Royal Albert Hall, London, England",2011,Hometown Glory
Adele,"Adele at Royal Albert Hall, London, England",2011,I'll Be Waiting
Adele,"Adele at Royal Albert Hall, London, England",2011,Don't You Remember
Adele,"Adele at Royal Albert Hall, London, England",2011,Turning Tables
Adele,"Adele at Royal Albert Hall, London, England",2011,Set Fire to the Rain
Adele,"Adele at Royal Albert Hall, London, England",2011,If It Hadn't Been for Love
Adele,"Adele at Royal Albert Hall, London, England",2011,My Same
Adele,"Adele at Royal Albert Hall, London, England",2011,Take It All
Adele,"Adele at Royal Albert Hall, London, England",2011,Rumour Has It
Adele,"Adele at Royal Albert Hall, London, England",2011,Right as Rain
Adele,"Adele at Royal Albert Hall, London, England",2011,One and Only
Adele,"Adele at Royal Albert Hall, London, England",2011,Lovesong
Adele,"Adele at Royal Albert Hall, London, England",2011,Chasing Pavements
Adele,"Adele at Royal Albert Hall, London, England",2011,I Can't Make You Love Me
Adele,"Adele at Royal Albert Hall, London, England",2011,To Make You Feel My Love
Adele,"Adele at Royal Albert Hall, London, England",2011,Someone Like You
Adele,"Adele at Royal Albert Hall, London, England",2011,Rolling in the Deep
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,Hometown Glory
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,I'll Be Waiting
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,Don't You Remember
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,Turning Tables
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,Set Fire to the Rain
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,If It Hadn't Been for Love
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,My Same
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,Take It All
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,Rumour Has It
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,Right as Rain
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,One and Only
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,Lovesong
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,Chasing Pavements
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,I Can't Make You Love Me
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,To Make You Feel My Love
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,Someone Like You
Adele,"Adele at O2 Apollo Manchester, Manchester, England",2011,Rolling in the Deep
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,Hometown Glory
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,I'll Be Waiting
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,Don't You Remember
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,Turning Tables
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,Set Fire to the Rain
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,If It Hadn't Been for Love
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,My Same
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,Take It All
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,Rumour Has It
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,Right as Rain
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,One and Only
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,Lovesong
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,Chasing Pavements
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,I Can't Make You Love Me
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,To Make You Feel My Love
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,Someone Like You
Adele,"Adele at The Civic Hall, Wolverhampton, England",2011,Rolling in the Deep
Adele,Adele at MTV Video Music Awards 2011,2011,Someone Like You
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,Hometown Glory
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,I'll Be Waiting
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,Don't You Remember
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,Turning Tables
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,Set Fire to the Rain
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,If It Hadn't Been for Love
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,My Same
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,Take It All
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,Rumour Has It
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,Right as Rain
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,One and Only
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,Lovesong
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,Chasing Pavements
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,I Can't Make You Love Me
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,To Make You Feel My Love
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,Someone Like You
Adele,"Adele at Xcel Energy Center, St. Paul, MN, USA",2011,Rolling in the Deep
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,Hometown Glory
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,I'll Be Waiting
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,Don't You Remember
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,Turning Tables
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,Set Fire to the Rain
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,If It Hadn't Been for Love
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,My Same
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,Take It All
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,Rumour Has It
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,Right as Rain
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,One and Only
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,Lovesong
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,Chasing Pavements
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,To Make You Feel My Love
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,Someone Like You
Adele,"Adele at Gallivan Center, Salt Lake City, UT, USA",2011,Rolling in the Deep
Adele,"Adele at SDSU Open Air Theatre, San Diego State University, San Diego, CA, USA",2011,I'll Be Waiting
Adele,"Adele at SDSU Open Air Theatre, San Diego State University, San Diego, CA, USA",2011,Hometown Glory
Adele,"Adele at SDSU Open Air Theatre, San Diego State University, San Diego, CA, USA",2011,I Can't Make You Love Me
Adele,"Adele at SDSU Open Air Theatre, San Diego State University, San Diego, CA, USA",2011,If It Hadn't Been for Love
Adele,"Adele at SDSU Open Air Theatre, San Diego State University, San Diego, CA, USA",2011,Right as Rain
Adele,"Adele at SDSU Open Air Theatre, San Diego State University, San Diego, CA, USA",2011,Set Fire to the Rain
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,Hometown Glory
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,I'll Be Waiting
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,Don't You Remember
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,Turning Tables
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,Set Fire to the Rain
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,If It Hadn't Been for Love
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,My Same
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,Take It All
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,Rumour Has It
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,Right as Rain
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,One and Only
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,Lovesong
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,Chasing Pavements
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,To Make You Feel My Love
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,Someone Like You
Adele,"Adele at Hollywood Palladium, Hollywood, CA, USA",2011,Rolling in the Deep
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,Hometown Glory
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,I'll Be Waiting
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,Don't You Remember
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,Turning Tables
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,Set Fire to the Rain
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,If It Hadn't Been for Love
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,My Same
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,Take It All
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,Rumour Has It
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,Right as Rain
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,One and Only
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,Lovesong
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,Chasing Pavements
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,To Make You Feel My Love
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,Someone Like You
Adele,"Adele at Greek Theatre, Los Angeles, CA, USA",2011,Rolling in the Deep
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,Hometown Glory
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,I'll Be Waiting
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,Don't You Remember
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,Turning Tables
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,Set Fire to the Rain
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,If It Hadn't Been for Love
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,My Same
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,Take It All
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,Rumour Has It
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,Right as Rain
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,Chasing Pavements
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,One and Only
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,To Make You Feel My Love
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,Lovesong
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,Someone Like You
Adele,"Adele at Greek Theatre, Berkeley, CA, USA",2011,Rolling in the Deep
Adele,"Adele at Paramount Theatre, Seattle, WA, USA",2011,Hometown Glory
Adele,"Adele at Paramount Theatre, Seattle, WA, USA",2011,I'll Be Waiting
